GeneID	Type	Chromosome	Start	End
nonCoding81798	Noncoding	chr19	15711116	15721116
CYP4F3	Gene	chr19	15762869	15772869
CYP4F12,CYP4F3	Gene	chr19	15773081	15783081
OR10H1	Gene	chr19	15918595	15938595
TMEM38A	Gene	chr19	16795683	16805683
MAP1S	Gene	chr19	17837583	17847583
UPF1	Gene	chr19	18944400	18954400
GATAD2A	Gene	chr19	19531215	19541215
PBX4	Gene	chr19	19692905	19702905
nonCoding81840	Noncoding	chr19	20464812	20484812
nonCoding81847	Noncoding	chr19	20682678	20702678
ZNF66	Gene	chr19	20980243	20990243
ZNF85	Gene	chr19	21112023	21122023
nonCoding81865	Noncoding	chr19	21135924	21145924
ZNF708	Gene	chr19	21466809	21476809
nonCoding81880,nonCoding81881	Noncoding	chr19	21812575	21875625
nonCoding81884	Noncoding	chr19	22034339	22082928
ZNF99	Gene	chr19	22943728	22953728
nonCoding81921	Noncoding	chr19	23236066	23246066
nonCoding81926	Noncoding	chr19	23458106	23468106
ZNF254	Gene	chr19	24238004	24262404
nonCoding82048	Noncoding	chr19	29030421	29040421
nonCoding82061	Noncoding	chr19	29201113	29211113
nonCoding82066	Noncoding	chr19	29305112	29315112
nonCoding82105	Noncoding	chr19	29820910	29830910
nonCoding82211,nonCoding82209,nonCoding82210	Noncoding	chr19	32065949	32095949
nonCoding82213	Noncoding	chr19	32105949	32115949
nonCoding82229	Noncoding	chr19	32289427	32317309
nonCoding82237	Noncoding	chr19	32403835	32413835
nonCoding82297	Noncoding	chr19	34447413	34457413
AC002115.2	Gene	chr19	36069630	36079630
CYP2B6,nonCoding82386	Gene	chr19	41484373	41535127
nonCoding82398	Noncoding	chr19	42007279	42037279
GRIK5	Gene	chr19	42503472	42513472
GRIK5	Gene	chr19	42532871	42552871
POU2F2,ZNF574	Gene	chr19	42580699	42590699
POU2F2	Gene	chr19	42611023	42621023
POU2F2	Gene	chr19	42635285	42678308
nonCoding82405	Noncoding	chr19	42760467	42783728
MEGF8	Gene	chr19	42875086	42885086
PSG8	Gene	chr19	43223805	43304315
nonCoding82428	Noncoding	chr19	44695062	44705062
ZNF235	Gene	chr19	44751211	44771211
ZNF112,AC245748.1	Gene	chr19	44871655	44881655
nonCoding82434	Noncoding	chr19	45098337	45108337
nonCoding82437,nonCoding82438	Noncoding	chr19	46582348	46602348
nonCoding82453	Noncoding	chr19	47395712	47452679
SAE1	Gene	chr19	47653226	47683684
nonCoding82460	Noncoding	chr19	49185157	49195157
TRPM4	Gene	chr19	49678957	49698957
ZNF578	Gene	chr19	52973184	52983184
ZNF761,ZNF765	Gene	chr19	53930719	53940719
ZNF331	Gene	chr19	54027946	54037946
LILRA2	Gene	chr19	55093258	55103258
LILRB1	Gene	chr19	55125038	55135038
nonCoding6483	Noncoding	chr2	558568	568568
SNTG2	Gene	chr2	1117641	1155395
SNTG2	Gene	chr2	1196304	1206304
nonCoding6597	Noncoding	chr2	4232656	4252656
nonCoding6600	Noncoding	chr2	4262656	4272656
nonCoding6855	Noncoding	chr2	8124241	8134241
MBOAT2	Gene	chr2	9075093	9085093
ASAP2	Gene	chr2	9358523	9368523
ASAP2	Gene	chr2	9420963	9440963
CPSF3	Gene	chr2	9563236	9611918
TAF1B	Gene	chr2	10038136	10048136
HPCAL1	Gene	chr2	10473150	10483150
TRIB2	Gene	chr2	12846525	12856525
nonCoding7185,nonCoding7183	Noncoding	chr2	14943162	15004224
NBAS	Gene	chr2	15585685	15692747
nonCoding7225	Noncoding	chr2	15949364	15959364
nonCoding7267	Noncoding	chr2	16648932	16678932
nonCoding7312	Noncoding	chr2	17280245	17381194
nonCoding7315	Noncoding	chr2	17386051	17406051
SMC6,GEN1	Gene	chr2	17959614	17969614
MSGN1	Gene	chr2	17978243	17998243
nonCoding7433	Noncoding	chr2	19793040	19813471
nonCoding7453	Noncoding	chr2	20033251	20043251
nonCoding7472	Noncoding	chr2	20557490	20567490
APOB	Gene	chr2	21244153	21264153
TDRD15	Gene	chr2	21318004	21368257
nonCoding7526	Noncoding	chr2	21649466	21659466
nonCoding7530	Noncoding	chr2	21689466	21699466
nonCoding7533	Noncoding	chr2	21716550	21736550
nonCoding7540,nonCoding7542,nonCoding7538,nonCoding7539	Noncoding	chr2	21788020	21848020
nonCoding7549,nonCoding7550	Noncoding	chr2	21890244	21920244
nonCoding7567	Noncoding	chr2	22106181	22151663
KIF3C	Gene	chr2	26186586	26196586
nonCoding7691	Noncoding	chr2	26879374	26889374
CLIP4	Gene	chr2	29327684	29337684
ALK	Gene	chr2	29461838	29471838
LBH	Gene	chr2	30503958	30513958
nonCoding7784	Noncoding	chr2	31937433	31987578
MEMO1,DPY30	Gene	chr2	32093506	32103506
MEMO1,DPY30	Gene	chr2	32158509	32168509
nonCoding7919	Noncoding	chr2	35513002	35523002
nonCoding8200	Noncoding	chr2	42260076	42270076
FBXO11	Gene	chr2	48050599	48060599
FBXO11	Gene	chr2	48080599	48090599
nonCoding8360	Noncoding	chr2	48431839	48441839
NRXN1	Gene	chr2	50946332	50956332
nonCoding8450	Noncoding	chr2	51647184	51657184
nonCoding8564	Noncoding	chr2	53291922	53311922
PPP4R3B	Gene	chr2	55827560	55837560
nonCoding8630	Noncoding	chr2	56221093	56231093
nonCoding8665	Noncoding	chr2	56947955	56957955
nonCoding8701,nonCoding8700	Noncoding	chr2	57476682	57496682
nonCoding8717	Noncoding	chr2	57819610	57829610
nonCoding8920	Noncoding	chr2	60928874	60938874
KIAA1841	Gene	chr2	61355214	61365214
COMMD1	Gene	chr2	62190339	62286324
nonCoding8974	Noncoding	chr2	62857785	62867785
EHBP1	Gene	chr2	63107915	63117915
nonCoding8976,EHBP1	Gene	chr2	63230912	63297192
WDPCP	Gene	chr2	63507690	63517690
WDPCP	Gene	chr2	63722282	63809835
WDPCP	Gene	chr2	63980557	63990557
nonCoding9007	Noncoding	chr2	64644982	64691985
nonCoding9036	Noncoding	chr2	65411721	65421721
MEIS1	Gene	chr2	66683182	66693182
PPP3R1,AC017083.4	Gene	chr2	68446504	68469433
ARHGAP25	Gene	chr2	69035943	69045943
nonCoding9229	Noncoding	chr2	69188520	69198520
nonCoding9230	Noncoding	chr2	69218441	69228441
nonCoding9238	Noncoding	chr2	70208639	70218639
EXOC6B	Gene	chr2	72494272	72676317
SFXN5	Gene	chr2	73175015	73185015
nonCoding9322	Noncoding	chr2	74909415	74943345
nonCoding9349	Noncoding	chr2	75543706	75553706
LRRTM4	Gene	chr2	77221417	77231417
nonCoding9516	Noncoding	chr2	79223004	79233004
nonCoding9569	Noncoding	chr2	81479297	81489297
nonCoding9685	Noncoding	chr2	83252162	83308049
nonCoding9760	Noncoding	chr2	84393719	84413719
DNAH6	Gene	chr2	84737000	84768745
DNAH6	Gene	chr2	84788850	84798850
nonCoding9811,nonCoding9812	Noncoding	chr2	86643908	86679123
nonCoding9827	Noncoding	chr2	88606335	88632532
EIF2AK3	Gene	chr2	88854117	88874117
EIF2AK3	Gene	chr2	88899214	88919214
nonCoding9837	Noncoding	chr2	88936754	88946754
IGKC,IGKJ5,IGKJ4,IGKJ3,IGKJ2,nonCoding9845	Gene	chr2	89135503	89160115
nonCoding9853	Noncoding	chr2	95567579	95597579
nonCoding9857	Noncoding	chr2	95617290	95627290
nonCoding9860,nonCoding9861	Noncoding	chr2	95647290	95667290
MRPS5	Gene	chr2	95764852	95774852
ZNF514,MRPS5	Gene	chr2	95808736	95818736
ZNF2	Gene	chr2	95825679	95845679
AC092835.1	Gene	chr2	95869139	95879139
PROM2	Gene	chr2	95931452	95941452
nonCoding9865	Noncoding	chr2	96162396	96209902
nonCoding9867	Noncoding	chr2	96214244	96224244
nonCoding9872	Noncoding	chr2	96359945	96369945
STARD7	Gene	chr2	96847268	96891321
TMEM127	Gene	chr2	96905450	96915450
FAM178B	Gene	chr2	97581795	97591795
VWA3B	Gene	chr2	98719380	98729380
VWA3B	Gene	chr2	98782014	98792014
INPP4A	Gene	chr2	99177778	99187778
AFF3	Gene	chr2	100509100	100535888
RNF149	Gene	chr2	101902052	101912052
IL1R2	Gene	chr2	102631445	102641445
TMEM182	Gene	chr2	103604663	103614663
nonCoding10100	Noncoding	chr2	105214036	105237425
NCK2	Gene	chr2	106478401	106498401
nonCoding10180	Noncoding	chr2	106918864	106928864
nonCoding10203	Noncoding	chr2	107359011	107384871
nonCoding10273	Noncoding	chr2	108282434	108316550
nonCoding10308,nonCoding10309,nonCoding10310,nonCoding10306,nonCoding10307	Noncoding	chr2	108942137	109052466
RANBP2	Gene	chr2	109248531	109396366
EDAR,CCDC138	Gene	chr2	109450405	109606617
ZC3H8,nonCoding10352	Gene	chr2	112957757	112994165
ZC3H6	Gene	chr2	113042231	113052231
IL37	Gene	chr2	113665594	113685594
IL36B	Gene	chr2	113769880	113799880
nonCoding10448	Noncoding	chr2	116898193	116908193
nonCoding10491	Noncoding	chr2	117417848	117427848
nonCoding10502	Noncoding	chr2	117534973	117554973
nonCoding10504	Noncoding	chr2	117595680	117699956
nonCoding10675	Noncoding	chr2	121239330	121261507
GLI2	Gene	chr2	121693646	121723646
CLASP1	Gene	chr2	122090926	122140926
CLASP1	Gene	chr2	122361770	122381770
nonCoding10757	Noncoding	chr2	123080682	123090682
nonCoding10773	Noncoding	chr2	123268016	123278016
nonCoding10785	Noncoding	chr2	123426841	123457959
nonCoding10814	Noncoding	chr2	123830575	123840575
nonCoding10841,nonCoding10842	Noncoding	chr2	124225618	124261087
CNTNAP5	Gene	chr2	124861665	124871665
CNTNAP5	Gene	chr2	125618101	125628101
nonCoding10883,nonCoding10884	Noncoding	chr2	125687476	125717287
nonCoding10910,nonCoding10911,nonCoding10912	Noncoding	chr2	126130777	126224296
nonCoding10972	Noncoding	chr2	127054491	127064491
nonCoding10989	Noncoding	chr2	127252728	127262728
nonCoding10993	Noncoding	chr2	127272728	127302728
nonCoding11013	Noncoding	chr2	127606252	127616252
nonCoding11065	Noncoding	chr2	129335689	129355689
nonCoding11066	Noncoding	chr2	129365651	129375651
nonCoding11077	Noncoding	chr2	129502392	129512392
nonCoding11139	Noncoding	chr2	130318811	130328811
ARHGEF4	Gene	chr2	131779162	131789162
ARHGEF4,FAM168B	Gene	chr2	131793103	131838868
nonCoding11183	Noncoding	chr2	132319374	132329374
TMEM163	Gene	chr2	135214971	135224971
TMEM163	Gene	chr2	135304200	135334200
ACMSD,nonCoding11239,CCNT2	Gene	chr2	135566751	135716406
ZRANB3,MAP3K19,RAB3GAP1,R3HDM1,UBXN4,LCT,MCM6,nonCoding11240,DARS,nonCoding11241,nonCoding11242,nonCoding11243,nonCoding11244,nonCoding11246,nonCoding11247	Gene	chr2	135792491	136822774
nonCoding11262	Noncoding	chr2	136983966	137023569
nonCoding11277	Noncoding	chr2	137186164	137196164
SPOPL	Gene	chr2	139263217	139283217
nonCoding11363	Noncoding	chr2	139357096	139367096
ARHGAP15	Gene	chr2	144473968	144483968
GTDC1	Gene	chr2	144770103	144800103
GTDC1	Gene	chr2	145090301	145100301
nonCoding11532	Noncoding	chr2	145107024	145117024
ZEB2	Gene	chr2	145120923	145130923
nonCoding11589	Noncoding	chr2	145982399	145992399
nonCoding11665	Noncoding	chr2	147041358	147061358
MBD5	Gene	chr2	148863245	148899959
nonCoding11799	Noncoding	chr2	149618560	149628560
nonCoding11879	Noncoding	chr2	151488902	151498902
nonCoding11908	Noncoding	chr2	151805196	151825196
nonCoding12078	Noncoding	chr2	156149983	156159983
nonCoding12087	Noncoding	chr2	156208315	156268315
nonCoding12185	Noncoding	chr2	157898001	157908001
GALNT5	Gene	chr2	158146623	158166623
nonCoding12204	Noncoding	chr2	158211447	158221447
CYTIP	Gene	chr2	158321486	158344950
nonCoding12208,nonCoding12207,nonCoding12209	Noncoding	chr2	158489610	158531373
ACVR1	Gene	chr2	158613608	158674420
WDSUB1	Gene	chr2	160118569	160128569
PLA2R1	Gene	chr2	160866177	160876177
PSMD14	Gene	chr2	162208425	162256438
FAP	Gene	chr2	163036349	163046349
FAP	Gene	chr2	163101859	163121859
IFIH1	Gene	chr2	163131859	163151859
KCNH7	Gene	chr2	163288299	163298299
SCN1A	Gene	chr2	166858426	166868426
XIRP2	Gene	chr2	168020954	168040954
nonCoding12458	Noncoding	chr2	168240674	168250674
nonCoding12519	Noncoding	chr2	169906456	169916456
MYO3B	Gene	chr2	171120677	171130677
SLC25A12,HAT1	Gene	chr2	172742419	172880598
nonCoding12624	Noncoding	chr2	174643558	174653558
nonCoding12733	Noncoding	chr2	177335724	177355724
nonCoding12745	Noncoding	chr2	177437327	177467327
nonCoding12755	Noncoding	chr2	177571150	177601150
AGPS	Gene	chr2	178424839	178434839
TTN	Gene	chr2	179465171	179475171
ZNF385B	Gene	chr2	180422366	180432366
nonCoding12918,nonCoding12919,nonCoding12920	Noncoding	chr2	182575568	182612687
ITGAV	Gene	chr2	187454982	187464982
nonCoding13178	Noncoding	chr2	188558313	188568313
nonCoding13228	Noncoding	chr2	189692710	189702710
C2orf88	Gene	chr2	190799545	190819545
NABP1	Gene	chr2	192543533	192553533
nonCoding13427	Noncoding	chr2	194797925	194807925
nonCoding13430	Noncoding	chr2	194858529	194868529
nonCoding13435	Noncoding	chr2	194934525	194964525
nonCoding13442	Noncoding	chr2	195066336	195076336
nonCoding13458	Noncoding	chr2	195298407	195308407
nonCoding13504	Noncoding	chr2	196066343	196076343
HECW2	Gene	chr2	197349573	197418053
nonCoding13535	Noncoding	chr2	197483255	197493255
PGAP1	Gene	chr2	197697537	197757537
ANKRD44	Gene	chr2	198008126	198018126
PLCL1	Gene	chr2	199267434	199277434
PLCL1	Gene	chr2	199287723	199297723
nonCoding13576	Noncoding	chr2	199948154	199958154
ORC2,FAM126B	Gene	chr2	201817139	201917599
SUMO1,AC079354.2	Gene	chr2	203103092	203113092
BMPR2	Gene	chr2	203335424	203345424
PARD3B	Gene	chr2	206211070	206231070
PARD3B	Gene	chr2	206246013	206276013
PARD3B	Gene	chr2	206309677	206331694
PTH2R	Gene	chr2	209546152	209556152
UNC80	Gene	chr2	210809413	210819413
KANSL1L	Gene	chr2	210908502	210928502
KANSL1L	Gene	chr2	211012311	211022311
ACADL	Gene	chr2	211079830	211099830
nonCoding13886	Noncoding	chr2	211878017	211898017
SPAG16	Gene	chr2	214301556	214321556
SPAG16	Gene	chr2	215082853	215092853
nonCoding14057	Noncoding	chr2	217986411	218006411
DIRC3	Gene	chr2	218205841	218215841
nonCoding14080	Noncoding	chr2	219625109	219665345
nonCoding14229	Noncoding	chr2	222557228	222567228
nonCoding14234,nonCoding14232	Noncoding	chr2	222591111	222621111
SGPP2	Gene	chr2	223362702	223382702
nonCoding14293	Noncoding	chr2	223864194	223874194
nonCoding14385	Noncoding	chr2	226046738	226056738
NYAP2	Gene	chr2	226339068	226349068
C2orf83,AC064853.6	Gene	chr2	228469109	228479109
SLC19A3	Gene	chr2	228543939	228553939
SP100	Gene	chr2	231286920	231316920
nonCoding14556	Noncoding	chr2	231426667	231436667
ITM2C	Gene	chr2	231730671	231750671
ARMC9	Gene	chr2	232218238	232228238
nonCoding14651	Noncoding	chr2	235666316	235676316
AGAP1	Gene	chr2	236721841	236731841
nonCoding14714,nonCoding14709,nonCoding14711,nonCoding14713	Noncoding	chr2	237580209	237640754
nonCoding14720	Noncoding	chr2	237701993	237711993
nonCoding14744,nonCoding14743	Noncoding	chr2	238039751	238069751
nonCoding14760,nonCoding14761,nonCoding14759,MLPH	Gene	chr2	238338089	238495760
NDUFA10	Gene	chr2	240847589	240857589
nonCoding14845	Noncoding	chr2	241118448	241138448
AC131097.2,nonCoding14865	Gene	chr2	242771934	242854674
nonCoding14869,nonCoding14868	Noncoding	chr2	242929652	242974067
DEFB132	Gene	chr20	236540	246540
nonCoding82554,nonCoding82555,nonCoding82556	Noncoding	chr20	762148	792522
nonCoding82569,nonCoding82570	Noncoding	chr20	1389428	1409428
nonCoding82599	Noncoding	chr20	2040753	2050753
STK35	Gene	chr20	2073375	2083375
STK35	Gene	chr20	2113714	2143714
nonCoding82618	Noncoding	chr20	4016545	4036545
PROKR2	Gene	chr20	5279794	5299794
nonCoding82676	Noncoding	chr20	5437922	5447922
nonCoding82709	Noncoding	chr20	6398404	6408404
nonCoding82921	Noncoding	chr20	11570767	11580767
nonCoding82954	Noncoding	chr20	12026241	12046241
MACROD2	Gene	chr20	14981277	14991277
MACROD2	Gene	chr20	15876783	15886783
nonCoding83068	Noncoding	chr20	16795283	16815283
RRBP1	Gene	chr20	17639879	17659879
RALGAPA2	Gene	chr20	20457370	20477370
RALGAPA2	Gene	chr20	20487370	20632973
nonCoding83201	Noncoding	chr20	21386817	21396817
nonCoding83369	Noncoding	chr20	23986926	23996926
nonCoding83394	Noncoding	chr20	24269758	24289758
nonCoding83416	Noncoding	chr20	24742003	24752003
nonCoding83420	Noncoding	chr20	24802773	24812773
nonCoding83426	Noncoding	chr20	24862822	24872822
nonCoding83427	Noncoding	chr20	24886966	24896966
ENTPD6	Gene	chr20	25176548	25186548
MYLK2	Gene	chr20	30414101	30424101
nonCoding83484	Noncoding	chr20	31705395	31715395
CBFA2T2	Gene	chr20	32091205	32101205
ITCH	Gene	chr20	32972110	33074261
DYNLRB1	Gene	chr20	33116144	33126144
nonCoding83511	Noncoding	chr20	34626175	34636175
MANBAL	Gene	chr20	35917328	35937522
CTNNBL1	Gene	chr20	36331669	36341669
CTNNBL1	Gene	chr20	36393960	36403960
RALGAPB	Gene	chr20	37188221	37198221
nonCoding83552,nonCoding83553	Noncoding	chr20	37363168	37425912
nonCoding83629	Noncoding	chr20	38658347	38668347
nonCoding83639	Noncoding	chr20	38835723	38845723
nonCoding83649	Noncoding	chr20	38969873	38979873
CHD6	Gene	chr20	40068216	40078216
PTPRT	Gene	chr20	40906829	40916829
PTPRT	Gene	chr20	41522547	41556115
MATN4	Gene	chr20	43905950	43925950
ZMYND8	Gene	chr20	45942016	45984602
nonCoding83827	Noncoding	chr20	46019386	46029386
PTGIS	Gene	chr20	48160956	48170956
ADNP	Gene	chr20	49535863	49567984
nonCoding84011	Noncoding	chr20	51170992	51180992
nonCoding84026	Noncoding	chr20	51348544	51378544
TSHZ2,AL354993.1	Gene	chr20	52095232	52105232
DOK5	Gene	chr20	53092010	53125343
DOK5	Gene	chr20	53200433	53210433
nonCoding84122	Noncoding	chr20	53700594	53710594
nonCoding84132	Noncoding	chr20	53902969	53912969
SYCP2	Gene	chr20	58454993	58464993
nonCoding84359	Noncoding	chr20	58906722	58916722
nonCoding84362	Noncoding	chr20	58931768	58961768
nonCoding84435	Noncoding	chr20	61179662	61199662
nonCoding84535	Noncoding	chr21	16945135	16955135
nonCoding84538	Noncoding	chr21	16978519	16998519
nonCoding84548	Noncoding	chr21	17064952	17098871
nonCoding84590,nonCoding84591	Noncoding	chr21	17856948	17928632
CHODL	Gene	chr21	19263127	19273127
CHODL	Gene	chr21	19430633	19472389
nonCoding84764	Noncoding	chr21	21215150	21225150
nonCoding84802	Noncoding	chr21	21840980	21850980
NCAM2	Gene	chr21	22421540	22431540
nonCoding84848	Noncoding	chr21	23120565	23130565
nonCoding84869	Noncoding	chr21	23379041	23389041
nonCoding84909,nonCoding84910,nonCoding84911	Noncoding	chr21	24060403	24104086
nonCoding84914	Noncoding	chr21	24144122	24154122
nonCoding84940	Noncoding	chr21	24503469	24541651
nonCoding84977	Noncoding	chr21	25265250	25275250
nonCoding84978	Noncoding	chr21	25286697	25296697
nonCoding84994	Noncoding	chr21	25464663	25486415
nonCoding85013,nonCoding85014,nonCoding85015	Noncoding	chr21	25728008	25795241
nonCoding85089	Noncoding	chr21	26746214	26756214
nonCoding85191	Noncoding	chr21	28794218	28815936
BACH1	Gene	chr21	30629971	30639971
BACH1	Gene	chr21	30755665	30808262
BACH1	Gene	chr21	30853819	30863819
nonCoding85304	Noncoding	chr21	31488759	31508759
nonCoding85318	Noncoding	chr21	31781025	31803353
nonCoding85375	Noncoding	chr21	33571428	33581428
SMIM11A,SMIM11B	Gene	chr21	35750777	35760777
RUNX1	Gene	chr21	37172408	37182408
nonCoding85519	Noncoding	chr21	41198782	41208782
nonCoding85526	Noncoding	chr21	41365849	41375849
MX1	Gene	chr21	42798575	42818575
SLC37A1	Gene	chr21	43989644	43999644
nonCoding85582	Noncoding	chr21	44353787	44363787
HSF2BP	Gene	chr21	45003409	45035668
nonCoding85654	Noncoding	chr22	17528425	17538425
MICAL3	Gene	chr22	18436726	18446726
DGCR8	Gene	chr22	20068138	20095648
IGLV8-61,IGLV10-54	Gene	chr22	22444918	22454918
IGLV3-21,IGLV3-19	Gene	chr22	23055372	23065372
IGLV3-12	Gene	chr22	23107384	23117384
nonCoding85724,nonCoding85723,nonCoding85722	Noncoding	chr22	23297379	23353591
nonCoding85727	Noncoding	chr22	23380545	23390545
nonCoding85736	Noncoding	chr22	23851612	23861612
RGL4	Gene	chr22	24034028	24044028
TTC28	Gene	chr22	28565235	28575235
TTC28	Gene	chr22	28595561	28605561
ZNRF3	Gene	chr22	29340936	29350936
EIF4ENIF1,DRG1	Gene	chr22	31860847	31870847
RFPL2	Gene	chr22	32584011	32594011
LARGE1	Gene	chr22	33678251	33688251
nonCoding85941	Noncoding	chr22	34764746	34774746
nonCoding85948	Noncoding	chr22	34874961	34884961
nonCoding85996	Noncoding	chr22	35590462	35600462
nonCoding86007	Noncoding	chr22	35989530	35999530
RBFOX2	Gene	chr22	36208585	36218585
nonCoding86015	Noncoding	chr22	36565021	36575021
nonCoding86016,APOL2	Gene	chr22	36598663	36638663
EIF3D	Gene	chr22	36918299	36928299
DDX17	Gene	chr22	38902128	38912128
nonCoding86046	Noncoding	chr22	39295783	39305783
AL031590.1	Gene	chr22	39649542	39659542
MIEF1,ATF4	Gene	chr22	39908617	39918617
ENTHD1	Gene	chr22	40138309	40158309
TNRC6B	Gene	chr22	40603489	40634595
TNRC6B	Gene	chr22	40709666	40719666
ATXN10	Gene	chr22	46219312	46229312
nonCoding86144	Noncoding	chr22	46393637	46420206
CELSR1,TRMU,TTC38,PPARA,PKDREJ,CDPF1,GTSE1	Gene	chr22	46581920	46756615
CELSR1	Gene	chr22	46769658	46811141
FAM19A5	Gene	chr22	49052624	49062624
FAM19A5	Gene	chr22	49204099	49214099
nonCoding86247	Noncoding	chr22	49393880	49403880
ALG12	Gene	chr22	50273523	50306418
CHL1	Gene	chr3	444915	454915
nonCoding14897	Noncoding	chr3	602636	673269
nonCoding14910,nonCoding14911	Noncoding	chr3	857036	877036
SUMF1	Gene	chr3	4091296	4101296
ITPR1	Gene	chr3	4692289	4702289
nonCoding15090	Noncoding	chr3	6060908	6080908
LHFPL4	Gene	chr3	9574956	9584956
FANCD2	Gene	chr3	10019869	10085527
nonCoding15220	Noncoding	chr3	11943857	11953857
nonCoding15243	Noncoding	chr3	13125064	13135064
NUP210	Gene	chr3	13392338	13402338
nonCoding15280	Noncoding	chr3	14010872	14063237
TBC1D5	Gene	chr3	17369794	17407540
TBC1D5	Gene	chr3	17818663	17853171
KCNH8	Gene	chr3	19242723	19262723
KCNH8	Gene	chr3	19272723	19282723
KCNH8	Gene	chr3	19302521	19312521
KCNH8	Gene	chr3	19490821	19500821
nonCoding15475	Noncoding	chr3	20750276	20760276
ZNF385D	Gene	chr3	21983020	22003020
nonCoding15546	Noncoding	chr3	22681834	22691834
nonCoding15628	Noncoding	chr3	24778041	24788041
nonCoding15680	Noncoding	chr3	26061331	26116051
nonCoding15687	Noncoding	chr3	26212503	26222503
nonCoding15693	Noncoding	chr3	26295272	26315272
nonCoding15696	Noncoding	chr3	26343011	26353011
RBMS3,AC098650.1	Gene	chr3	28893752	28903752
nonCoding15947	Noncoding	chr3	34337723	34347723
nonCoding15968	Noncoding	chr3	34668215	34678215
nonCoding16047	Noncoding	chr3	36039828	36049828
STAC	Gene	chr3	36440069	36470069
SLC22A14	Gene	chr3	38331416	38341416
MOBP	Gene	chr3	39530611	39540611
MYRIP	Gene	chr3	39951899	39961899
nonCoding16170	Noncoding	chr3	40811471	40821471
nonCoding16199	Noncoding	chr3	41179003	41189003
ULK4	Gene	chr3	41706888	41743466
ULK4	Gene	chr3	41880969	41890969
LARS2	Gene	chr3	45576227	45586227
CCR3	Gene	chr3	46194199	46262884
SMARCC1	Gene	chr3	47675294	47777551
PFKFB4	Gene	chr3	48570338	48580338
PRKAR2A,SLC25A20	Gene	chr3	48792477	48908331
ARIH2	Gene	chr3	48960592	48970592
ARIH2	Gene	chr3	49016001	49026001
RBM6	Gene	chr3	49960938	50050734
CACNA2D2,CYB561D2,TMEM115,Z84492.1	Gene	chr3	50392293	50402293
DOCK3	Gene	chr3	50841226	50851226
nonCoding16344	Noncoding	chr3	51534167	51566493
RAD54L2	Gene	chr3	51583077	51628705
GRM2	Gene	chr3	51743909	51753909
NISCH	Gene	chr3	52500062	52510062
PBRM1	Gene	chr3	52586635	52650494
CACNA2D3	Gene	chr3	54324773	54334773
C3orf67	Gene	chr3	58807879	58887186
C3orf67	Gene	chr3	58937298	58947298
nonCoding16429	Noncoding	chr3	59078316	59088316
FHIT	Gene	chr3	59865677	59885677
PTPRG	Gene	chr3	61672130	61692130
PTPRG	Gene	chr3	62201889	62211889
PTPRG	Gene	chr3	62251889	62261889
CADPS	Gene	chr3	62701537	62711537
nonCoding16523	Noncoding	chr3	63618057	63628057
PRICKLE2	Gene	chr3	64301596	64311596
LRIG1	Gene	chr3	66551657	66561657
nonCoding16608	Noncoding	chr3	66849435	66859435
nonCoding16624	Noncoding	chr3	67090082	67100082
nonCoding16687	Noncoding	chr3	69189524	69199524
nonCoding16688	Noncoding	chr3	69205784	69215784
MITF	Gene	chr3	69817310	69827310
MITF	Gene	chr3	69935583	69975583
RYBP	Gene	chr3	72467196	72477196
nonCoding16953,nonCoding16954	Noncoding	chr3	75116501	75166736
nonCoding16978	Noncoding	chr3	75604637	75614637
ROBO1	Gene	chr3	79026766	79036766
ROBO1	Gene	chr3	79164098	79174098
nonCoding17085	Noncoding	chr3	80395873	80444293
nonCoding17288	Noncoding	chr3	83904934	83914934
CADM2	Gene	chr3	85564913	85642356
nonCoding17389	Noncoding	chr3	86769804	86779804
EPHA3	Gene	chr3	89419633	89450625
nonCoding17519	Noncoding	chr3	89604083	89614083
nonCoding17526	Noncoding	chr3	89758220	89768220
nonCoding17536	Noncoding	chr3	89898535	89956404
nonCoding17538	Noncoding	chr3	89969525	89979525
nonCoding17547	Noncoding	chr3	90161446	90184417
nonCoding17568	Noncoding	chr3	93526103	93546103
ARL13B	Gene	chr3	93717959	93727959
NSUN3,ARL13B,DHFR2	Gene	chr3	93749261	93830616
NSUN3,nonCoding17571	Gene	chr3	93847484	93867484
nonCoding17606	Noncoding	chr3	94293844	94313844
EPHA6	Gene	chr3	96911234	96921234
EPHA6	Gene	chr3	97022401	97032401
EPHA6	Gene	chr3	97148593	97169493
EPHA6	Gene	chr3	97211440	97221440
EPHA6	Gene	chr3	97242554	97252554
nonCoding17759	Noncoding	chr3	97935083	97945083
nonCoding17764	Noncoding	chr3	98033965	98043965
DCBLD2,ST3GAL6	Gene	chr3	98505287	98515287
COL8A1,CMSS1,FILIP1L	Gene	chr3	99512865	99581682
FILIP1L,CMSS1	Gene	chr3	99605166	99615166
SENP7	Gene	chr3	101087594	101182027
ZPLD1	Gene	chr3	102007194	102037194
ZPLD1	Gene	chr3	102047194	102075621
nonCoding18047	Noncoding	chr3	104778470	104799860
nonCoding18106	Noncoding	chr3	105966766	105976766
nonCoding18114	Noncoding	chr3	106067769	106087769
nonCoding18151	Noncoding	chr3	106540873	106550873
nonCoding18163	Noncoding	chr3	106726048	106736048
nonCoding18188	Noncoding	chr3	107025551	107035551
BBX	Gene	chr3	107212415	107404397
HHLA2	Gene	chr3	108058234	108078234
